"Data Source","World Development Indicators",

"Last Updated Date","2021-07-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Europe & Central Asia","ECS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.52192","94.90439","94.59784","95.07291","95.43865","96.11505","96.02208","95.73439","95.60749","95.83104","96.27969","96.10271","96.45887","96.61892","96.72433","96.94814","96.61837","96.89794","96.91227","96.95434","96.45317","","",
"Ecuador","ECU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","79.13283","","79.44559","80.6499","80.43633","80.88395","83.79094","85.5475","88.33894","87.0204","","","","","","","","","","","","","","92.57643","93.11275","94.4018","96.86744","97.48417","97.34089","97.75338","99.26447","","","","98.74339","99.29339","","96.06828","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","51.44103","51.57135","51.34122","","","","","54.43943","","","","","","","","","","","","","","","","80.85954","","","84.15564","","84.2703","86.30993","87.52835","88.79665","89.94652","","","","","","","","","98.77074","","","","","","","","",
"Euro area","EMU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.04712","98.04775","98.22737","97.94165","","","","","","98.62817","98.56388","98.48872","98.63847","98.85392","98.81592","98.30665","98.39596","98.39177","98.20586","97.69648","","",
"Eritrea","ERI","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.82551","","31.44747","32.80085","35.03013","35.57592","","42.49334","49.63367","52.46551","59.77814","67.42652","72.74893","77.53643","79.8968","74.73433","70.31838","65.65732","61.52097","63.78245","65.62851","60.98675","60.07146","57.13266","","49.86818","49.39903","","",
"Spain","ESP","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","94.65641","96.15856","96.89661","","","","","98.84569","99.12325","","","","","","","","","98.65923","99.35106","99.15713","","99.80466","","","","","","","","","","","","","","","","","","","","","","","","99.20836","97.70794","","","",
"Estonia","EST","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.0757","89.90886","","","","","","","","","","","","","","","","","98.31108","94.70364","94.37475","94.32545","94.55005","","","",
"Ethiopia","ETH","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.33258","24.63089","24.1272","","","","","15.57176","17.27408","20.31181","","26.74153","29.74166","34.27463","38.96163","41.50501","42.64421","46.42757","57.86273","63.16266","68.48561","74.16282","74.37555","72.3039","75.88535","77.10289","","82.84965","82.03281","","","","","",
"European Union","EUU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.67059","97.66602","97.38638","97.5858","97.4251","97.31569","","","97.57267","97.75979","97.93124","97.83844","97.88102","97.98303","98.17284","98.20671","97.83732","97.93651","97.81157","97.60216","97.09077","","",
"Fragile and conflict affected situations","FCS","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.07806","53.79234","56.01386","58.03599","59.67731","","","","","67.69083","68.74449","69.69536","71.45562","71.32167","72.96943","","","","","","",
"Finland","FIN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.71577","98.70792","98.36128","98.66977","98.79029","99.34172","","","","99.42241","98.62615","97.66127","97.41787","97.03303","97.61133","97.86221","98.05796","98.34961","98.56145","99.07737","99.16367","99.62919","99.2662","99.22717","98.82403","","","",
"Fiji","FJI","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.68551","","97.12341","95.78402","92.9044","93.34368","94.58192","94.56578","94.89749","98.08304","","99.96438","","","","","","99.36935","","","","99.93016","","98.7944","","","","","",
"France","FRA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","97.79763","97.81244","","","","","94.51584","","99.11278","99.65606","","97.76446","95.84342","","95.09114","97.59173","","","","","","99.21433","97.82435","97.7116","98.85628","","99.98995","","96.70934","96.38437","96.31465","96.28813","96.06549","96.12869","","","","98.99369","98.65272","98.17552","99.40517","99.45468","99.33608","98.4824","99.21302","99.65002","","","","",
"Faroe Islands","FRO","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.6523","","","","","",
"Gabon","GAB","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.83163","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","98.17312","97.18734","96.25578","95.84084","95.86722","96.09413","96.39806","96.4931","96.63113","97.94528","97.85776","96.9457","95.27182","94.62636","93.68484","95.27015","98.21247","99.8621","","","98.44355","96.82892","","","","","","","","","","99.89481","","99.49355","","99.89233","98.00798","98.83274","98.01219","98.17527","98.18225","98.34373","99.60107","","","99.56731","99.42539","","","",
"Georgia","GEO","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7872","98.99836","","","","","","","","","","","","99.11511","97.35232","","98.14018","98.35329","","98.87777","","98.27264","","","","",
"Ghana","GHA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.59298","66.8352","61.85713","65.97402","65.67614","","70.09134","73.15025","78.23841","83.90655","84.33859","","92.20594","","","","","","86.32792","85.63721","87.17354","",
"Gibraltar","GIB","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","76.03662","74.1038","","73.00744","75.46567","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","16.02203","17.33926","16.26042","14.89338","15.68059","15.82208","15.47124","17.12235","","","","","","","31.84127","34.5219","38.27413","41.81146","48.4312","51.97961","55.08819","57.44553","60.09855","62.21745","61.25068","62.56424","63.81267","68.79723","68.46382","69.55429","73.2645","","70.62254","","","","",
"Gambia, The","GMB","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","12.94044","13.21261","14.26398","14.91034","15.91601","16.89217","18.87205","20.52613","23.04455","26.81321","33.69399","37.2003","40.65948","43.92074","46.41071","46.88955","","","","","","39.86916","43.12576","","","51.79961","","54.33503","63.69789","61.5113","62.39271","60.24032","65.28014","66.88223","65.58891","70.3983","72.56583","69.1071","","69.21068","69.07389","72.62442","72.35845","72.75243","79.20485","81.30743","83.99385","85.69509","","",
"Guinea-Bissau","GNB","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","29.78712","34.36461","","33.68853","34.02482","","29.22799","28.12645","","","","","","","","","","","","40.70714","","","","","","","","","","70.81812","","","","","","","","","","",
"Equatorial Guinea","GNQ","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.13428","","","","","","58.72141","67.5788","64.65347","64.53484","","","","","46.75689","45.79761","45.22635","46.40825","47.69385","","","44.86186","","","","","",
"Greece","GRC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","91.84958","92.47306","93.77402","95.5177","96.08029","96.53888","96.06916","95.32508","94.10983","92.08873","93.80454","93.81826","94.70051","94.60031","94.44021","93.52119","91.10829","91.91613","91.30045","90.75441","90.53294","89.09158","87.31849","86.95302","89.6269","88.84115","89.91082","97.34607","98.10794","99.28188","97.83296","97.36428","97.06013","95.93131","95.01333","94.65954","94.72474","","","95.86387","96.08884","96.93929","96.83712","96.15159","97.09805","97.9252","98.45671","","","",
"Grenada","GRD","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","84.14351","","","","","97.63477","","","94.10824","90.68865","87.68407","87.88986","90.67041","","","","","","","","","","","","","","","","","","","","","97.36652","","","","","","","","","","","","","","","",
"Greenland","GRL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","42.23365","43.20046","43.93483","","45.4893","46.36627","","","48.62257","","","53.59903","51.52807","54.53427","","","","","","","","","","","","","","67.43367","","77.56589","80.81671","80.22159","83.97844","","89.0495","90.89891","92.74704","94.19514","94.39974","97.82515","","","","90.22777","88.35907","88.0288","87.39891","88.43096","89.52512","","",
"Guam","GUM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","87.22309","88.33775","","91.39207","","87.5927","92.16822","","89.32676","","","89.34636","","","","","","","","","91.24584","88.83853","87.52443","","89.20844","87.83213","","","","","","","90.678","","","","","96.33824","90.76796","94.40278","","","","","","","","","","",
"High income","HIC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.84909","95.55552","95.86156","96.23503","96.35387","96.16008","","95.8259","","96.06149","96.377","","","96.82547","96.35158","","",
"Hong Kong SAR, China","HKG","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","87.50555","88.76435","88.82329","90.21617","91.99724","93.85934","95.28625","94.97205","95.46696","99.33509","98.88392","98.72351","98.51133","97.75575","96.53091","","","","","","","","","","95.01585","94.16782","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","75.34568","75.71297","","85.63146","87.75465","89.0043","","89.97715","","","","","86.79371","","88.09414","","","","","","","86.34144","","","90.91064","92.09364","87.42792","90.92733","85.27805","88.48396","87.2538","88.45882","88.39096","85.09982","80.92583","80.37492","79.33021","80.87165","81.3762","","","",
"Heavily indebted poor countries (HIPC)","HPC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.22834","62.19764","64.7678","67.58023","69.66023","73.11873","73.74089","73.70484","74.95084","76.41076","77.28153","78.40757","78.27558","78.74725","78.77339","78.30287","","",
"Croatia","HRV","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.75056","92.38192","93.69466","95.78045","","","","","","","98.52179","91.78521","95.88539","98.14661","","","","","","","","","",
"Haiti","HTI","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","37.31501","41.75019","46.5816","43.08697","47.45512","50.27726","42.63961","","","","","","","","","","57.36856","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.3119","86.25359","98.133","98.20465","96.89753","97.63067","98.05927","95.99894","95.65214","96.23133","96.97656","96.15161","97.09444","97.83527","97.71535","97.05532","96.58792","96.83237","97.00652","96.58753","97.01774","96.58643","","","",
"IBRD only","IBD","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.40113","96.29256","96.28176","96.1327","96.22698","96.04243","","",
"IDA & IBRD total","IBT","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.34317","88.28598","88.5532","88.71309","88.91404","88.97922","88.69367","88.76869","88.70863","88.63413","","",
"IDA total","IDA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.04508","71.83089","72.70601","72.65784","73.78247","74.58259","75.13868","75.78607","75.19849","75.86115","75.71054","75.98782","","",
"IDA blend","IDB","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9863","65.73596","64.49299","66.25097","65.73396","66.94996","","",
"Indonesia","IDN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","64.97287","66.09758","","63.63501","68.58822","71.81099","","80.85473","","","85.4964","","","","","","96.5612","","96.20638","94.69707","93.84556","92.80349","91.71061","92.04318","91.711","91.25248","91.17466","","","","95.43455","95.02285","94.16388","93.37879","91.87563","93.20646","95.18329","95.19553","95.77599","97.57204","98.75686","96.39396","94.14146","92.59846","","91.35384","92.76452","92.01633","","",
"IDA only","IDX","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.76954","66.34344","68.6098","70.79486","73.09028","74.77464","76.96346","77.5836","77.70569","78.92861","79.69538","79.93079","80.52375","80.27037","80.43542","80.48107","80.32703","","",
"Isle of Man","IMN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","47.9378","","","","","","","","","","","","","","","","","","","65.57641","","","","","","","","","","77.07076","77.7552","78.12586","87.68983","","","","96.57433","97.99402","97.21073","97.48202","97.42634","97.91645","98.56772","","","","","","","",
"Not classified","INX","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","98.4323","97.47802","97.73443","96.59154","96.5388","96.39257","96.18351","96.26221","95.53647","94.41132","92.6679","90.53265","89.00605","","","87.90104","88.46551","89.36452","89.96046","90.40896","89.65726","88.60121","88.2076","88.29621","88.63355","89.54941","","","99.90246","","99.99197","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","74.43465","75.84309","77.71379","78.3658","80.23005","81.50243","86.91748","","91.58669","","","","","89.40619","","83.6223","84.54942","","94.65108","93.88835","95.66397","93.66697","94.24863","94.83389","","97.37032","96.35704","96.48348","97.60107","","","","","","","","",
"Iraq","IRQ","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","34.97415","36.45213","38.63533","41.14137","44.23178","51.15588","55.19624","58.82989","81.22215","88.0661","88.81897","","84.58905","","82.05387","82.82528","84.27801","86.30407","83.71721","","","","74.17802","","","71.44136","","","83.37762","82.40181","","","","86.77866","","","","","","","","","","","","","","","","",
"Iceland","ISL","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.32543","","98.44095","98.86128","99.19494","","","","","97.3335","95.4928","95.67484","96.88257","98.4981","99.6071","","99.58974","98.9773","98.45287","97.80983","97.7809","98.62334","99.45037","","","","",
"Israel","ISR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","99.16588","","","99.54315","","","","","","99.19013","","","","","","","","","","","97.85218","99.08162","","","","","","","","","","","","","","","","99.59018","98.83642","98.26258","97.66197","97.14222","","","",
"Jamaica","JAM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","96.26805","93.67281","94.38466","","98.10229","98.46277","97.67997","","98.99577","97.77829","96.86706","97.00761","97.49165","95.03253","98.8042","97.65581","96.04081","","91.73084","","","","","","91.53453","92.94748","93.00236","92.59197","91.42035","93.16803","","","","","","","","","","","89.01816","84.8513","83.16786","81.81237","","",
"Jordan","JOR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","80.61804","86.26344","","","","","94.86776","95.13012","91.44087","90.05813","89.54815","87.63735","87.42596","89.42158","","","","","","","","","","","","","","91.28002","92.14929","","93.89228","95.3084","95.84175","94.50564","93.00874","90.25215","87.16308","","80.09559","77.48777","74.35083","74.15018","","","","79.66653","80.26483","","",
"Japan","JPN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.41207","","99.93672","","","","99.53002","98.86191","","","","","","","","","","","","","",
"Kenya","KEN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.91468","65.17959","66.14283","60.41683","71.21193","69.40619","70.3048","69.86542","79.14492","75.97899","77.55753","","","83.01955","","","","","","","","",
"Kyrgyz Republic","KGZ","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.45844","","","93.30339","92.67304","93.10586","93.06596","92.91177","98.03226","95.52274","96.50473","95.6427","95.11345","94.62188","95.00208","94.82667","97.04948","","","","","","","","",
"Cambodia","KHM","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.28283","78.46243","81.48489","87.79878","","","","","","93.97854","93.97246","92.92533","","92.67004","","","","94.28327","96.86623","92.95684","90.58247","90.63422","","",
"Kiribati","KIR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","98.8621","98.5166","94.71342","","98.35192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","81.31102","86.89907","","","","","","","","","","","","","","","","","","","","","","94.32479","","","","","","","","","","","","",
"Korea, Rep.","KOR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","94.11856","96.13713","95.48572","95.26903","95.98621","97.06411","96.34436","96.84821","98.61157","","","","","99.33982","98.85845","98.5464","99.69455","","","","","","","","","","","","","","","","","","","","","","","","","98.26639","95.67435","96.02036","98.58342","97.28315","97.50096","","","",
"Kuwait","KWT","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","55.31763","60.81075","63.88534","63.57231","64.35845","66.56629","71.74721","77.34045","75.54382","77.24723","78.84504","80.24472","83.54158","84.92807","84.7819","84.34625","79.66392","78.52063","","","","46.58486","","67.70678","","85.53804","84.24244","","91.63859","92.32883","95.82042","98.80379","","","94.93018","","","","","","","","","","","98.50108","93.32123","93.03679","","",
"Latin America & Caribbean (excluding high income)","LAC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.00943","93.67294","94.31434","94.2087","94.19397","94.26439","94.1952","95.89793","94.98589","95.52295","96.39755","96.96145","96.62932","96.48192","96.5103","96.00886","95.78357","95.98041","96.01457","96.10773","95.54896","","",
"Lao PDR","LAO","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.71143","58.07887","61.56897","","64.4573","67.14497","70.40174","71.39967","72.28151","71.90024","72.98971","75.57097","76.76117","78.19326","79.59958","82.37669","85.11859","87.95014","92.57309","92.8464","92.82731","94.89142","95.39933","94.01312","92.92997","91.72209","90.64573","","",
"Lebanon","LBN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.04987","","","","","","","","","42.36552","","","","","","37.70231","","","44.71462","","","",
"Libya","LBY","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","63.9801","74.03252","","","","","","90.31429","","","94.12282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","97.10455","97.81398","","","","","","","","95.91662","","","","","","","","","","88.69969","88.5084","","","93.50638","92.30094","94.32459","93.79285","","","","","","","","","97.25495","98.48153","99.52849","","",
"Latin America & Caribbean","LCN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.93441","93.55877","94.15161","94.01957","93.98524","94.01364","94.12009","95.76295","94.93495","95.53023","96.36638","96.84356","96.5763","96.39779","96.41256","95.89789","95.64516","95.81856","95.8189","95.92781","95.31432","","",
"Least developed countries: UN classification","LDC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.5373","67.98669","70.40144","72.87972","74.61177","76.90608","77.57688","77.45492","78.41546","79.12591","79.72085","80.30556","79.80594","79.70334","79.42774","79.14846","","",
"Low income","LIC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.21728","63.23367","65.90769","69.16396","71.15323","74.16953","75.18725","75.02886","76.383","77.36295","77.78202","78.70208","78.30641","78.51942","78.37906","78.14374","","",
"Liechtenstein","LIE","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0666","","","","","","",
"Sri Lanka","LKA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.71701","","97.17991","96.39743","95.92436","94.98211","92.58173","94.03663","94.00184","94.26084","95.53502","96.52967","","","","","","",
"Lower middle income","LMC","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.89343","87.77168","87.29491","87.51809","87.55052","87.53525","","",
"Low & middle income","LMY","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.32945","88.26452","88.53445","88.69324","88.89573","88.96054","88.67112","88.75618","88.69143","88.62699","","",
"Lesotho","LSO","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","71.68709","","67.64357","67.35416","75.91386","","76.2132","77.10061","69.30247","70.56809","69.89138","69.22746","72.95377","71.92524","72.56995","74.38011","73.46455","74.38533","74.74069","73.46434","72.06665","73.04501","72.78837","70.06669","70.50432","68.49246","69.12575","","61.11009","57.68106","77.49773","79.27996","81.63926","84.35274","84.34345","86.16209","88.33033","86.22376","88.07417","88.91254","90.33816","90.19989","90.5911","88.12718","88.86898","89.92804","91.9125","","","","",
"Late-demographic dividend","LTE","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.66632","96.61392","96.62175","","",
"Lithuania","LTU","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.16438","","","","","98.45974","","","","","","","","","","","","","","","","","",
