"Data Source","World Development Indicators",

"Last Updated Date","2021-07-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"El Salvador","SLV","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","509985","535113","541931","588213","613810","640615","667647","690140","718049","748979","695829","585889","667002","700719","730090","","","837520","853058","833279","","809487","829235","834134","","838509","902559","933822","925511","939877","949077","967748","987676","1016098","1045485","1045484","1035100","1075041","993795","963524","939726","900681","858864","817275","777043","741394","711182","678137","662740","","",
"San Marino","SMR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1639","1654","1683","1692","1698","1692","1663","1623","1588","1535","1509","1488","1493","1456","1440","1411","1363","1288","1266","1227","1212","1200","1190","1166","","1134","1170","","","1249","","","","1445","","","","1573","1568","1577","1563","1574","","","","","","1698","1653","",
"Somalia","SOM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","42713","51143","67952","84507","","197706","229030","228544","263751","271139","212395","194181","182272","183836","166333","153711","","","","","","","","","","","","","","","","","","","","","457132","","","","","","","","","","","","","",
"Serbia","SRB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","379856","350819","344346","338950","332730","329234","324913","312514","297816","289785","282395","283161","288690","289403","288196","284754","279220","272523","268952","266759","264194","",
"Sub-Saharan Africa (excluding high income)","SSA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","27000000","28000000","29500000","30900000","33000000","34600000","36200000","39100000","42400000","46500000","49800000","53000000","55900000","57500000","58500000","58400000","58000000","58700000","59600000","61900000","62900000","65500000","67000000","69700000","71700000","74200000","74000000","79900000","83500000","85900000","90600000","94900000","99800000","105000000","111000000","116000000","122000000","127000000","132000000","136000000","140000000","146000000","151000000","156000000","159000000","161000000","166000000","170000000","175000000","179000000","",
"South Sudan","SSD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1450738","","","","1273852","","","","","",
"Sub-Saharan Africa","SSF","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","27100000","28200000","29600000","31100000","33200000","34800000","36400000","39200000","42600000","46600000","49900000","53100000","56100000","57600000","58600000","58500000","58200000","58900000","59800000","62100000","63100000","65700000","67200000","69800000","71800000","74300000","74100000","80100000","83700000","86100000","90700000","95100000","99900000","106000000","111000000","117000000","122000000","127000000","132000000","136000000","140000000","146000000","151000000","156000000","159000000","161000000","166000000","170000000","175000000","179000000","",
"Small states","SST","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","2605563","2699794","2773119","2829199","2905212","2935359","2970875","3013653","3047743","3075489","3115711","3177729","3251538","3316718","3374604","3443793","3499303","3578214","3643650","3717310","3740865","3834241","3883537","3927026","4030758","4097870","4123151","4181718","4245827","4283815","4377134","4444641","4475182","4507965","4531329","4533087","4574643","4559402","4580689","4589770","4614614","4652132","4637530","4665585","4710924","4775460","4831736","4898705","4971616","5043676","",
"Sao Tome and Principe","STP","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","9018","10278","12518","10259","10803","14290","12663","14162","","16509","16376","16382","16102","15874","16013","","17010","18095","","19822","20494","21484","","","","21016","","20077","23769","","","28780","29347","29784","30468","","31397","32584","33789","34116","35250","33893","34733","34493","35558","36394","37172","","","",
"Suriname","SUR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","91834","91502","93275","95282","91769","80171","86958","85250","85060","80844","74538","75630","74805","73520","71454","69963","62633","62271","65798","61435","60085","73407","79162","87882","","","","","64031","","64852","64023","","","65527","66121","65020","69604","71074","70981","69857","70193","70254","70492","71921","71653","68612","67690","68147","",
"Slovak Republic","SVK","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361885","361350","350604","345594","338291","329559","320560","324311","316601","309399","300189","284312","270004","254906","242459","235378","230536","224769","217805","212421","209213","209325","211407","213766","216266","219866","225427","229456","","",
"Slovenia","SVN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","109500","113045","115200","115533","115913","116016","116887","117051","116847","115085","112134","111663","104441","102120","102184","100764","98866","95812","91536","86850","86388","86021","87085","93371","93156","93274","107848","107295","107104","106883","106946","107965","109218","111648","115560","119563","123998","129123","","",
"Sweden","SWE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","615331","636219","653055","671651","688806","698677","698017","689839","686811","677349","666679","662581","658127","647557","630505","612704","600122","588600","580200","578540","578359","584203","614551","626254","643768","666139","690630","746164","763028","775706","786027","785774","774888","690758","658461","626847","601120","584726","573416","576110","578486","602295","733412","757164","791893","826685","861086","893495","","",
"Eswatini","SWZ","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","69055","71455","76343","81694","86110","89528","92721","96835","100700","105607","112019","119913","125303","129767","134528","139345","142206","147743","152895","157345","166454","172908","180285","186271","192599","201307","202439","205829","208779","213041","213986","212063","209037","208444","218352","221596","229686","232572","","231349","241237","239721","239422","239019","240437","241404","239028","237451","237074","","",
"Sint Maarten (Dutch part)","SXM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3585","","3677","","","","","","",
"Seychelles","SYC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","9224","9746","10074","10275","10355","10232","9950","10001","10123","9978","9629","9790","9897","9820","9607","9678","9922","9728","9631","9819","","10134","9931","9873","9911","9885","9886","9747","9738","9931","10025","9782","9623","9477","8906","9204","8942","8864","8744","8624","8670","8695","8701","8682","8812","8974","9007","9037","9258","9383","",
"Syrian Arab Republic","SYR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","924969","1005739","1102652","1160088","1211570","1273944","1316152","1356428","1407223","1481496","1555921","1642888","1716795","1823684","1924242","2029752","2158594","2217993","2304544","2357981","2452086","2539081","2573181","2624594","2651247","2672960","2690205","2695452","2738083","2774922","2835023","2904569","2149493","2192764","2252145","2279545","2310168","2356403","2383223","2429450","2507400","2552874","1547316","","","","","","","",
"Turks and Caicos Islands","TCA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1615","1791","1707","1668","1626","1764","1800","1692","","","","","","","","","","","","","","","","1750","","","1573","","1822","2018","2176","2137","1810","2117","2220","","","","2891","","","","","2647","2577","","","3680","","",
"Chad","TCD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","183250","184020","188485","198030","201676","212983","220882","","","","","","","","288478","337616","340920","419406","424942","492231","525165","568630","553205","542405","547696","591493","680909","786537","839932","913547","984224","1085247","1164093","1271985","1262393","1296486","1324298","1529711","1671205","1727030","1928603","2090758","2330798","2442660","2270104","2213223","2060946","2419675","2468784","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","141000000","146000000","155000000","169000000","180000000","191000000","199000000","200000000","199000000","200000000","203000000","204000000","204000000","201000000","199000000","199000000","197000000","197000000","194000000","192000000","190000000","189000000","189000000","190000000","193000000","197000000","201000000","206000000","210000000","210000000","207000000","200000000","187000000","177000000","187000000","182000000","177000000","176000000","174000000","172000000","170000000","170000000","170000000","169000000","165000000","166000000","168000000","170000000","171000000","175000000","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","28600000","28200000","27500000","26900000","26300000","25700000","25500000","25300000","25300000","25600000","26000000","26200000","26800000","27300000","28100000","28500000","29000000","29600000","30100000","30100000","30400000","30700000","30800000","30800000","30800000","30900000","31500000","31000000","30300000","29500000","28300000","27600000","27100000","26200000","26800000","25500000","24700000","24200000","23700000","23300000","23300000","23500000","23500000","23100000","23500000","23700000","24300000","24700000","25500000","26000000","",
"Togo","TGO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","228505","257875","290352","311678","329443","362895","395381","421436","458104","484272","506788","498639","492329","457376","454209","462858","511009","527853","569388","597503","646962","652548","","663126","762137","824626","859574","888012","953886","914919","945103","977534","975063","984846","996707","1051872","1021617","1055372","1224916","1286653","1299802","1368074","1412356","1413208","1498312","1498314.5","1524191","1548876","1584376","",
"Thailand","THA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","5634782","5921149","6151354","6385468","6543164","6686477","6810747","6955623","6848121","7243764","7392563","7449219","7398184","7272153","7229064","7150489","7160494","7086116","7008584","6992232","6956717","6906935","6758091","6569856","6291945","5961855","5909618","5930829","6120400","6100647","6023714","6056420","","6054517","5974615","5843512","5703756","5564622","5370546","5146535","5044242","5005432","4954620","5182351","5081079","5063489","4952685","4900785","4899076","",
"Tajikistan","TJK","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","507354","536959","519701","570916","593526","611903","638674","684087","690306","691891","680100","684542","694930","690270","693078","687900","680308","692247","686290","682090","668678","662513","664930","662427","683162","718497","771040","","","",
"Turkmenistan","TKM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","557184","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","40900000","42800000","43800000","45200000","46300000","46900000","47500000","49400000","50900000","53400000","54600000","55600000","56900000","57300000","59100000","59500000","64100000","60400000","61900000","61500000","63600000","62700000","63700000","64400000","65300000","69500000","70100000","67700000","70500000","69000000","68700000","68500000","68600000","68100000","68200000","67800000","67300000","67300000","66800000","66700000","66000000","65400000","64700000","65000000","64300000","63500000","62900000","62600000","62300000","63300000","",
"Timor-Leste","TLS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185180","184047","183800","183483","177970","","","206576","218294","230175","241871","245038","246531","245847","243559","236190","222835","212849","206512","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","14600000","15000000","15500000","16300000","16900000","18000000","19100000","19900000","20700000","21000000","22200000","22600000","23700000","24700000","25800000","26600000","27800000","29200000","30400000","31500000","31700000","33600000","33600000","34400000","35700000","35500000","36500000","36700000","36900000","37100000","37000000","37100000","37200000","36300000","36100000","37400000","37400000","37400000","37500000","37100000","37600000","37800000","38900000","40700000","41300000","42100000","43100000","44200000","45400000","46700000","",
"Tonga","TON","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","17865","16416","16566","16688","16932","19260","19474","19416","19730","19744","19012","17364","16701","16329","16921","17019","16912","16715","","","16522","16728","16658","16792","16540","16652","16857","16648","16460","16783","16697","17033","17105","17891","17113","17032","16941","16892","16667","16719","16848","17033","17222","17251","17093","16982","","","","","",
"South Asia (IDA & IBRD)","TSA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","67800000","68900000","71900000","77300000","78300000","80900000","82400000","85900000","84300000","85900000","88800000","92200000","94300000","98800000","102000000","104000000","108000000","109000000","114000000","121000000","123000000","126000000","130000000","135000000","139000000","141000000","142000000","144000000","144000000","146000000","149000000","150000000","154000000","166000000","171000000","175000000","179000000","183000000","185000000","185000000","186000000","186000000","189000000","190000000","188000000","188000000","197000000","195000000","175000000","173000000","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","27100000","28200000","29600000","31100000","33200000","34800000","36400000","39200000","42600000","46600000","49900000","53100000","56100000","57600000","58600000","58500000","58200000","58900000","59800000","62100000","63100000","65700000","67200000","69800000","71800000","74300000","74100000","80100000","83700000","86100000","90700000","95100000","99900000","106000000","111000000","117000000","122000000","127000000","132000000","136000000","140000000","146000000","151000000","156000000","159000000","161000000","166000000","170000000","175000000","179000000","",
"Trinidad and Tobago","TTO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","225689","225134","220363","211979","202943","199033","190155","181863","171635","166763","167039","167950","169853","166739","168790","168308","176544","182764","186189","189623","193992","196333","197030","195013","191636","186000","181030","176204","172204","168532","155366","141427","141036","137313","129703","","130242","130880","130914","131350","","","","","","","","","","",
"Tunisia","TUN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","935738","946712","896000","878317","910532","932787","968436","991908","1004144","1033638","1054027","1088822","1150580","1198447","1245262","1291490","1326541","1345921","1333490","1376519","1405665","1426215","1440960","1476329","1481759","1468998","1450916","1450164","1442904","1413795","1373904","1325707","1277124","1228347","1184301","1134414","1068822","1036445","1025044","1030109","1027970","1046671","1063291","1089220","1114883","1139314","1170470","1201736","","",
"Turkey","TUR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","5011926","5099694","5243681","5324707","5377708","5463684","5499456","5454356","5570935","","5656494","5859711","6038169","6497308","6522438","6635858","6703528","6880304","6766829","6848083","6861711","6878923","6707725","6526356","6466648","","6389060","","6583231","6562090","6694754","6755124","6575666","6617912","6678265","6705994","6769452","6760145","6591608","6635156","6580999","6429549","5593910","5574916","5434150","5360703","4972430","5104599","","",
"Tuvalu","TUV","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","1008","","1016","1073","","","1255","","","1395","1432","","","","1419","1360","1517","1427","1283","1344","1404","1450","1460","","","","","","","","1421","1488","1324","","1324","1688","",
"Tanzania","TZA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","856213","922083","1017942","1126165","1260103","1592396","1953348","2274167","2993371","3211568","3367644","3538183","3512799","3561410","3493469","3169759","3158839","3159726","3165113","3258601","3379000","3512347","3603488","3736734","3796830","3877643","3942888","4057965","4042568","4189816","4382410","4881588","5981338","6562772","7083063","7541208","7959884","8316925","8626825","8441553","8419305","8247172","8294957","8231913","8222667","8298282","8638572","9315656","10111671","10605430","",
"Uganda","UGA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","729522","793530","783276","814673","878096","973604","1036920","1139413","1208915","1223850","1302377","1407158","1616791","1730300","1930298","2117000","2203824","2309000","2417000","2366666","2470000","2576537","2403845","2674965","2789573","2912473","3068626","5303564","5806385","6288239","6559013","6900916","7354153","7633314","7377292","7223879","7363721","7537971","7963979","8297774","8374648","8098177","8328643","8459336","","8264317","8655924","8840589","","","",
"Ukraine","UKR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","2425300","2338600","2239900","2167400","","2082300","2048300","2062600","2107800","2177400","2218876","2229500","2229800","2253600","2269100","2301900","","2518700","","2539500","2703794","2656561","2674319","2660695","","","2331614","2339118","2200098","2078699","2065348","2047085","1960512","1850734","1945715","1753689","1647847","1573458","1531943","1540282","1563396","1584382","1638497","1685030","1536578","1599250","1644263","1676550","1724664","",
"Upper middle income","UMC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","188000000","196000000","204000000","220000000","232000000","243000000","251000000","253000000","254000000","257000000","261000000","263000000","264000000","262000000","262000000","264000000","267000000","263000000","262000000","261000000","262000000","261000000","261000000","262000000","266000000","274000000","277000000","278000000","284000000","281000000","276000000","268000000","255000000","244000000","255000000","248000000","243000000","242000000","240000000","237000000","234000000","233000000","232000000","233000000","228000000","229000000","231000000","233000000","236000000","240000000","",
"Uruguay","URY","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","354096","359928","352209","353653","331047","322602","322942","324361","325888","326235","331247","387150","363179","350178","350390","356002","354883","354177","351984","350415","346416","340789","338020","338204","337889","341197","345573","364291","365297","366461","360834","359557","364858","365423","366205","365536","365388","359439","353560","348691","341885","339783","332212","327137","321779","316864","309806","304309","296791","","",
"United States","USA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24538372","24785698","25019052","25123678","24957956","","",
"Uzbekistan","UZB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","1391000","","","","","1612000","","","1651200","1711300","1777900","1715100","1769300","1852841","1901980","2451355","2497437","2528920","2569852","2601953","2597886","2567685","2513342","2451125","2383326","2277191","2164897","2071317","1995747","1970922","1948128","1955692","1981330","2033877","2134601","2260515","2391489","2485178","2505930","",
"St. Vincent and the Grenadines","VCT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","28225","34521","","21664","20724","21854","","","","","","21497","","22454","","24561","22324","","","","22030","","","21386","","","","20135","19838","19183","19052","18130","18629","17536","17858","","15928","15532","14909","14435","13363","13811","13609","13427","13362","13179","13026","13198","","",
"Venezuela, RB","VEN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1769680","1838314","1894206","1924040","1990123","2108413","2204074","2309173","2378601","2456815","2530263","2591051","2619844","2641380","2710333","2770520","2880333","2925663","2967110","3036219","3183729","3282472","3287287","","","3175566","3257337","","3261343","3327797","3423480","3506780","3449984","3453379","3449290","3452062","3521139","3439199","3461820","3457754","3466230","3486365","3519519","3493044","3476473","3383277","3285299","","","",
"British Virgin Islands","VGB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","2156","2033","2138","1868","2090","2096","","","2016","","1974","","2009","2054","2069","","","","","2244","2340","2443","2539","2502","2625","","","","2757","2783","2775","2811","2780","2824","2898","2923","3044","","3128","3201","3138","3164","3197","3277","3358","3309","3334","2529","","",
"Virgin Islands (U.S.)","VIR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","11644","15302","15008","16004","16379","17997","16500","17000","","","12641","15904","16069","15758","15308","14948","","","","","14319","14400","14544","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","7403715","7722524","7784587","7337436","7923495","7887439","","7884202","7993019","8005981","8125836","8484685","8666252","8663481","8583052","8862292","9090800","9527200","9782900","10047564","10228800","10431300","10435508","10250214","10063025","9751434","9336913","8841004","8350191","7773484","7317813","7041312","6871795","6745016","6922624","7048493","7100950","7202767","7434848","7543632","7790009","7801560","8041842","8506562","",
"Vanuatu","VUT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","18250","18878","18622","19252","19834","20095","20639","21161","21816","22749","23264","22969","","22244","","22897","23856","24060","24634","25000","24471","24952","26267","30179","30472","","","31747","34366","34333","35674","36482","37470","39388","38960","38530","37060","37817","38658","38762","41834","","","44181","","45931","","","","","",
"World","WLD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","401000000","412000000","426000000","449000000","464000000","479000000","491000000","500000000","503000000","512000000","525000000","534000000","541000000","545000000","549000000","552000000","560000000","558000000","565000000","572000000","577000000","583000000","589000000","600000000","611000000","624000000","632000000","641000000","651000000","654000000","657000000","654000000","650000000","655000000","676000000","679000000","681000000","690000000","694000000","695000000","697000000","702000000","710000000","717000000","716000000","720000000","736000000","742000000","730000000","739000000","",
"Samoa","WSM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","24462","24976","25761","27408","","28492","28677","29017","28955","29249","28388","27675","26973","26939","","","26921","","","","","","","","26681","27196","27011","27317","27439","27297","28026","29203","30530","31059","31175","30964","30516","30193","","29663","30871","29860","29869","","31352","31998","32629","32950","33123","33841","",
"Kosovo","XKX","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2302787","","2643579","2783371","2950403","3107801","3219564","","","3282457","","3426991","3640590","3684948","3874741","","","3900134","","","","",
"South Africa","ZAF","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","3988514","","","","","4635315","","4324747","4141797","4268090","","4480493","4426022","","","","4737367","4920543","5055396","6757600","6951777","7210021","","","7971770","8159430","","8091295","7998945","7935221","7444802","7413415","7465728","7470476","7444142","7314449","7256518","7312258","7231660","7128500","7024368","6957432","7004482","7063849","7195183","7555842","7569924","7582154","7568387","","",
"Zambia","ZMB","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","694670","729801","777873","810234","858191","872392","907867","936817","964475","996597","1041938","1073203","1121624","1195149","1266739","1348318","1377516","1391222","1426135","1446847","1461206","1510337","","","1507660","1506349","1516919","","1557260","1555707","1589544","1625647","1731579","","2251357","2572846","2678610","2790312","2909436","2840540","2899131","3030120","3135442","3075161","3217872","3215723","3203220","3284841","","","",
"Zimbabwe","ZWE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","735782","696130","755937","790592","835028","862736","882375","890460","826857","831879","1235036","1714266","1905437","2044029","2130487","2214963","2262071","2248823","2208715","2230881","2116414","2289309","2301642","2430198","","2482508","2493791","2510605","2482436","2460323","2460669","2534796","2399250","2361588","","","","","","","","","2666451","2663187","","","","","","","",
